CID,inchikey,kingdom,superclass,class
73345811,WUQVYYITCVOYDQ-XXFKYZDNSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
88103664,SRNAVYYNRHZGLP-ISLIXFJBSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides
101760207,LDMHMLWIBSCCNM-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
88542951,XDMOKGAKKYWIEG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
87306463,UXYGYKJCSXNFNB-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89286040,PEVNQYVEQUIVQV-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
87307608,MITKKXJCFRIKSU-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Halohydrins
102177321,RPOYOQNFBXZJNB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
44476394,DSHQRENFDMQWER-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
23234542,OCXYMWNEHQKVAW-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Organofluorides
69605465,YFUYZSHVIFPWSW-AREMUKBSSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
91158379,XDVRCDFQKJJMCI-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
62939281,UPMYOHRVZJVHOM-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
80529968,BNMVJRCGZRAJKC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
11193129,HGFXSQWUTWRYKM-YWNVXTCZSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
69788712,UAQKGYZDKVBZDH-HCTXVGCHSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
90299968,RRQYTMGXPPNDEH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
90312671,LTGLKVPUMFSCMC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91118477,KKIKXUFWYJCJOT-GAGYPOGJSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101405247,PEAWXHNZBGBMTR-MGBGTMOVSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
11614965,LBSGQXVQULGMKX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
4631648,HOHHEWMVOGXGRJ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
1591017,HORNEWVWLCSZSE-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
3358141,XDRVQHOMCHIAKH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
9639727,NJXIKKJXTUBSHK-WPWMEQJKSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
9611723,YPVPCWVRRIOZCP-QNKGDIEWSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
25558737,PGYFRFCVPWSCKX-YQDKTPBASA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
136639612,KZGMYLPSSQZSLO-RBMLUWESSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Ribonucleoside 3'-phosphates
102144103,ZPTCIFPPZDUESG-CMQOJTBXSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides
89252646,FJIIDSHHMBFDRM-UHFFFAOYSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides
57620992,RKZKGSPAXINCDM-NYFHUNCESA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides
15991542,ZWOQHSZKILPKKA-MIXAKNBRSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
131769935,CDWYHFOJNDZKOE-SBRPTYDJSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
44457401,GOWANKAWXGUFLL-HYPQQMQWSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides
444796,WUURCCCLYPVEDU-DNIZJRTKSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues
23561407,ZNHVHTBOOHYJHE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,S-alkyl-CoAs
87201890,JXJBAOCKNGCEHI-AOOZFPJJSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides
9543037,QHHKKMYHDBRONY-VKBDFPRVSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
71720171,FOSQITSWEKFQEU-HJRZCVLXSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides
136727669,SJAZZPAHEQUOJO-BCUIJLJYSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues
136834083,VYARNALTYKXTSP-FESPHEFUSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues
86575750,SKUIDJCBULPVGA-TYHXHKAGSA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
26676699,YIAOCSYXGCUTON-MDZDMXLPSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
100350395,IPORYZNUOQMIHH-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
24999398,AEFWBVCUQVUPMF-IGCAKMCNSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
95399642,REHRFIBVOSYFDR-JJFYIABZSA-N,Organic compounds,Phenylpropanoids and polyketides,Aurone flavonoids
1970181,BCXRNANGAZVHLZ-MOSHPQCFSA-N,Organic compounds,Phenylpropanoids and polyketides,Aurone flavonoids
3512641,UKRJEVDCOVVSAB-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
131832042,NNHKJCSALSOKLU-SNAWJCMRSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
101215353,XIHCOJVIUYCWST-SLZRPCNNSA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
101574479,ZLVIMYAFYHEPGC-WTEBWGKASA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
86290944,LWADMFODUIHHQJ-RRDJUMLSSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
91825842,NZIDLHYOWGCCCH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
58749517,NRFPAXSKRXHKIB-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids
89099858,JAQDJBPNXCHWSU-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
9905947,HFMUGRCEDVYMSK-MDWZMJQESA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
131835455,WNMDOPDMVRTUCC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
11317821,HOUIUXGKDWIALP-VXLYETTFSA-N,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids
500072,RAUCCLKIJHMTND-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
131838990,NMAVBXMKHRWUKS-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
5089686,VYURQCQMACPHRC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
101995293,WTDIVRQKBMYARS-SGWFRJGYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
11479709,MMWFCFBJXHMTST-ZVQNLFFKSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71766739,YANXGOFJUOXPNE-ONTFVPTMSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87071996,ZJRCIKKLABEFQB-FIQIGNMGSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71047022,AUZXCWLRKFQZDT-TUMYUTJRSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
11205205,WVJJLXRAOYAKSW-JNMRODQXSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10213044,BELMMAAWNYFCGF-SGZMIRKWSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
9875635,PFOTUQCEBDHALN-HMFDYMAISA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues
59801560,YCEXMFHYEIVKDL-XXPVGBIXSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71590632,DMXYGECZPMVYMX-JXGGDANRSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10417418,OZBYBGOLJMXLOS-RKLAVUHISA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57561826,BAIFBIUCOLMFGR-GRJFXBDLSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues
59997808,ZRTIJLZVHWUZEZ-BQYKORRYSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolides and analogues
131761532,RRXDJYNFSRXVNG-YKIDQVNOSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131763222,ZEWTVJYQHPWUNW-MXVVKZCCSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
56939475,PBYXOALXVFGVMJ-JQBUFRNUSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131758154,QCLXXGRSOLHLNZ-WIWINJJMSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
52927080,DXTJHMJDAAYKCM-HPPRMRIZSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131756880,WDMBPVOPXZLEJD-KZLKVBEBSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131754392,SIDLIHCVDJIGBO-WEYDMKCFSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131757388,UQMSBMSDCOTYSV-CUVMBHTMSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
134772377,VARADERUZXKELS-AQDUTNMKSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
52924755,JOHKAUGDPJZRBJ-JSVBHIKJSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131757238,TZSOCBSSQBBTSS-JODOLNPYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
52927040,KDHAVYAAMFYQNX-GCAHJWCJSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
57172569,HYWAGSQUUKBNEI-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
134744430,KNIVDYOLVJASIQ-HVACUZLZSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
88102628,HZVXOVKUCNWHOQ-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",None
97290944,NOCLWIPRQIWFMR-SPWCEZIXSA-N,Organic compounds,Organohalogen compounds,Organofluorides
87920974,ZIOVKNLUPCVPQT-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Alkyl halides
88120248,PTKHUSZERDAEDB-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Organofluorides
17763207,AGOFQEAPQRYDON-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
88074575,HETRPUHZJVMQBT-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Alkyl halides
89953935,IBFBXPPHMVWSGA-BIXQXLNPSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
92209323,ZCDNRPPFBQDQHR-DNHOZYRUSA-N,Organic compounds,Alkaloids and derivatives,Yohimbine alkaloids
90681314,ORLNBWSBUUMCPQ-OZNQKUEASA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
89765853,VSCBQGUHXPYFBY-WCQXVDDJSA-N,Organic compounds,"Lignans, neolignans and related compounds",Lignan lactones
11542097,FQIBJUNIFSFSJM-LYZGTLIUSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
66871485,HBKUAMFWMOCJQS-UKTHLTGXSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
86008332,XQDUJXNUVZSLPH-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
67027447,LVYGEEOQIUWFHH-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
5912569,RGTVEJGOHJBCJQ-WNFFOGKESA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
5108700,QPXLWFWDGYBBQX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
6652205,VUWCDYKMLDSDKB-CVSNEZPJSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
6650481,GVUFWUXXTJNREE-BGHOCZHKSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
4557424,WDCSGTUFOWBXQL-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
4058312,UCJIDWSDRMFCEN-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
6652533,FVYKOUMLLAZSPB-AYFZWCIJSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
6661182,AKSCVUORJLISAN-KSPFISFUSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
5105933,PJPFVEJQRAZZGY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
6637917,NWPMOFPMBGNZRU-AEWFDEQNSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
58537312,WBJIEYZCHJHKLW-GTFOGTBQSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
18461860,PAOLDXYVBBNZAY-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Organofluorides
20700675,VPMHJOIXFFPMCR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89368785,BPRJHVFYWLTFGH-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Organofluorides
95351926,AGVOGZCMXOBQBF-OLZOCXBDSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
63478933,CPYRMOOSMNEWDN-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
71971959,DSAAIGQFFUUPDT-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
110313393,REXRCDMAGSOLHU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
72239827,BCNZNTXZSSQRBZ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
59236196,JIRRKIRLQYSABQ-QURGRASLSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
5569380,XOAISGXZLWYUKF-LLXISZFLSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
82050460,OGGZTFBGFJXMTN-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89390399,SRHBVDTUCLEBOS-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
15495980,AZAKCDQDYLRURP-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
102095266,YUJJUJPTBOULNG-QTNZJHHVSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
9873405,GEVKCSZMPMHABR-YPLLJLSDSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues
102095267,WQMGEMHMIVOQLZ-JBOKHJLBSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
4117785,LGKINQNVEBCREU-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
5196877,PBYGZSFOKFNHCQ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
6722450,RUNBAZMKYQDPID-PQGFRGHWSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
23179813,HRGHCYUSDOSEDK-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
22672282,YVQSDPIZYBSCEV-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
5101427,DXMLFJBOAROFGT-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87195698,GAOHSBIYKBVNKD-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
10873439,KSLKCBNYUNQGBA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
4592819,BPHGSUQMJLCJFI-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
19181952,IRFPQWNDEBEXAG-NBVRZTHBSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
4397310,QPNZRFYXRUCDLB-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
4014468,WLJKJLOUOJLZQR-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
2968219,SNIBUBLQAHPPSG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
82113886,MTBVQASQARLMDE-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
15036458,ONMYBVOBOYTOGH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
87539668,ZOVGWHYSHBZWGO-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
8398309,WEZBNOINCHKMEU-LXKVQUBZSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
131763729,WIIUEKFWGMNLDQ-ZSKRNIQYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131765988,SRDVIWOYPMLATK-QPPDPZJRSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131820463,WZAKAOWOOMLBLE-QYCRHRGJSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131759471,WNPSDDIXKTYRFE-JSSRBDBASA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
134746105,LDGUOHGVVDLGMU-KHAOYZDBSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
52926845,VXWFGYTWNIJSPE-SBKTUMGCSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131755440,YGHCGZMNIZDXDW-WWJDQLHPSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
134720298,BBLQLJMFZXALLT-WTFDIBCASA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
53479917,ISEBCERZILVOLQ-JZSQEJPHSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
134743435,KEFRCPIQJZCWGA-FMSXRAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
134734610,HCQUFOLAJNWIDV-SYJLRCOSSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
52927786,MIPIWBICWOGBBR-KFKHMCMXSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131761000,VIZHZUXOQYLNEG-GZUIWFKCSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131760351,GUCTZNPBRCFYEQ-VGIAJVKVSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131753757,IHTICPTVEQVGBZ-SYCLAPCDSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
101487529,KOWGCABNMCXJSV-XZTKHFBYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101278549,BVZMHJVHBWGIGD-VOTSOKGWSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
195103,RMINQIRDFIBNLE-NNRWGFCXSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
90213764,DUXDKLBEMAALOL-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
81531983,OUZKDASLKUIFGM-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
8376651,AYRPIRHKFZKULO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
70549849,RQKMYKRYTBVSLB-FOCLMDBBSA-N,Organic compounds,Organosulfur compounds,Thioethers
3146255,WYOINXSZSIWJFB-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
11081525,SNUZZZLVQFSCMX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
51506592,HRTBRYMNZPESET-GUDVDZBRSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
20625503,OOBGCJOJBOKXLE-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
88755382,YQUPSGKHNHVONT-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
88763897,KEBIKVJPHQNVQG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
88264986,JKYLPYKFKXWIPB-PZORYLMUSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
86731058,GTZGHUZIAAPDRC-OGXQCQLASA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
1697798,UFMWSTWCKNXNBI-JLHYYAGUSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
55440584,ZAGJAMGVWAUWJZ-UXBLZVDNSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
30923743,VWWQMKIPTZCJCG-NGIIGVMLSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
7764579,VGQLDMHUYQFUAR-BMGYJQCNSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
4121700,GZMZLGRUWZEOBG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
5064174,GDTIYKFLVAZNLD-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
10462398,JKYXPNDKVDZELD-KOQFAZAZSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
54765018,ZLDBOUPPRLHFEO-BYWAJVBQSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
54584099,HZGXDXLPVOQNKF-PLJCKECLSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
9805290,KPKYWYZPIVAHKU-WMNQUVFJSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
10077836,ASSXVZSSJYKLRT-MQWZHOGBSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
57995013,AFAUTWDVERCFOA-ZDUSSCGKSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
73947754,PMZROECFYFZXGD-BCJTWVECSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
1708761,HKPQCJRFJSVJCH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
89567917,WHVJOSIEPIOVBQ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
113035059,JOUKJBBLUOXDPQ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
80863094,LRURBLIAWGBQNE-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
4348082,YEXBVSYLVJPGGY-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
1294006,JHJGINJKJGZBDS-OOVWXBTCSA-N,Organic compounds,"Lignans, neolignans and related compounds",Aryltetralin lignans
71678477,GKAOJEMJFFTBBK-KECKMQFISA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
52943977,YFEXMDNNGSBKCD-XHUDOCLYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
4318840,CBSTYSASFWVBKS-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
91338355,XSQFVVLEYMYWNE-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
91367543,JHOYWYQNUFHFGV-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
